Path,ComputerNameRule,ComputerDomainRule,Priority
/UQ/89-DVC/397-ResearchPartnerships,,,
/UQ/90-AIBN,aibn%,%,50
/UQ/91-UQDI,%,%di%,75
/UQ/91-UQDI,di-%,%,50
/UQ/91-UQDI,uqdi%,%,50
/UQ/92-ISSR,issr%,%,50
/UQ/92-ISSR/412-ISSR,,,
/UQ/92-ISSR/413-ISSRExRes,,,
/UQ/92-ISSR/414-ACA,,,
/UQ/92-ISSR/415-ACPACS,,,
/UQ/92-ISSR/417-UQSRC,,,
/UQ/92-ISSR/418-ARCNSISS,,,
/UQ/92-ISSR/419-QCSSI,,,
/UQ/93-SMI/428-SMIOffice,smi%,%,50
/UQ/93-SMI/429-CMLR,cmlr%,%,50
/UQ/93-SMI/430-SRIM,csrm%,%,50
/UQ/93-SMI/431-MISH,mishc%,%,50
/UQ/93-SMI/432-JKMRC,jkm%,%,50
/UQ/93-SMI/433-WHBryan,brc%,%,50
/UQ/93-SMI/434-CWMI,cwimi%,%,50
/UQ/93-SMI/435-CCSC,ccsg%,%,50
/UQ/94-IMB/444-IMB,imb%,%,50
/UQ/94-IMB/445-IMBAdmin,,,
/UQ/94-IMB/446-Chemstruct,,,
/UQ/94-IMB/447-Molgenetic,,,
/UQ/94-IMB/448-Cellbiol,,,
/UQ/94-IMB/449-Genomics,,,
/UQ/94-IMB/450-SharedFac,,,
