Path,ComputerNameRule,ComputerDomainRule,Priority,Comments
/01-St Lucia Campus/0005-Richards Building/Level 02,,,,
/01-St Lucia Campus/0005-Richards Building/Level 03,,,,
/01-St Lucia Campus/0006-Physics Annexe/Level 01,,,,
/01-St Lucia Campus/0006-Physics Annexe/Level 02,,,,
/01-St Lucia Campus/0006-Physics Annexe/Level 03,,,,
/01-St Lucia Campus/0006-Physics Annexe/Level 04,,,,
/01-St Lucia Campus/0006-Physics Annexe/Level 05,,,,
/01-St Lucia Campus/0007-Parnell Building/Level 01,,,,
/01-St Lucia Campus/0007-Parnell Building/Level 02,,,,
/01-St Lucia Campus/0007-Parnell Building/Level 03,,,,
/01-St Lucia Campus/0007-Parnell Building/Level 04,,,,
/01-St Lucia Campus/0008-Goddard Building/Level 01,,,,
/01-St Lucia Campus/0008-Goddard Building/Level 02,,,,
/01-St Lucia Campus/0008-Goddard Building/Level 03,,,,
/01-St Lucia Campus/0008-Goddard Building/Level 04,,,,
/01-St Lucia Campus/0008-Goddard Building/Level 05,,,,
/01-St Lucia Campus/0008-Goddard Building/Level 06,,,,
/01-St Lucia Campus/0009-Michie Building/Level 01,,,,
/01-St Lucia Campus/0009-Michie Building/Level 02,,,,
/01-St Lucia Campus/0009-Michie Building/Level 03,,,,
/01-St Lucia Campus/0009-Michie Building/Level 04,,,,
/01-St Lucia Campus/0009-Michie Building/Level 05,,,,
/01-St Lucia Campus/0009-Michie Building/Level 06,,,,
/01-St Lucia Campus/0009-Michie Building/Level 07,,,,
/01-St Lucia Campus/0009-Michie Building/Level 08,,,,
/01-St Lucia Campus/0009-Michie Building/Level 09,,,,
/01-St Lucia Campus/0009-Michie Building/Level 10,,,,
/01-St Lucia Campus/0011-J & ME Mayne Centre/Level 01,,,,
/01-St Lucia Campus/0011-J & ME Mayne Centre/Level 02,,,,
/01-St Lucia Campus/0011-J & ME Mayne Centre/Level 03,,,,
/01-St Lucia Campus/0012-Duhig North/Level 00,,,,
/01-St Lucia Campus/0012-Duhig North/Level 01,,,,
/01-St Lucia Campus/0012-Duhig North/Level 02,,,,
/01-St Lucia Campus/0012-Duhig North/Level 03,,,,
/01-St Lucia Campus/0012-Duhig North/Level 04,,,,
/01-St Lucia Campus/0012A-Duhig Link/Level 01,,,,
/01-St Lucia Campus/0014-Sir Llew Edwards Building/Level 01,,,,
/01-St Lucia Campus/0014-Sir Llew Edwards Building/Level 02,,,,
/01-St Lucia Campus/0014-Sir Llew Edwards Building/Level 05,,,,
/01-St Lucia Campus/0014-Sir Llew Edwards Building/Level 06,,,,
/01-St Lucia Campus/0015-CREDIT UNION HUT/Level 01,,,,
/01-St Lucia Campus/0016-RADON LABORATORY/Level 01,,,,
/01-St Lucia Campus/0017-Learning Innovation Building/Level 01,,,,
/01-St Lucia Campus/0017-Learning Innovation Building/Level 02,,,,
/01-St Lucia Campus/0017-Learning Innovation Building/Level 03,,,,
/01-St Lucia Campus/0017-Learning Innovation Building/Level 04,,,,
/01-St Lucia Campus/0020-Global Change Institute Building/Level 01,,,,
/01-St Lucia Campus/0020-Global Change Institute Building/Level 02,,,,
/01-St Lucia Campus/0020-Global Change Institute Building/Level 03,,,,
/01-St Lucia Campus/0020-Global Change Institute Building/Level 04,,,,
/01-St Lucia Campus/0021A-Union Building/Level 03,,,,
/01-St Lucia Campus/0021A-Union Building/Level 04,,,,
/01-St Lucia Campus/0021A-Union Building/Level 05,,,,
/01-St Lucia Campus/0021B-Main Refectory/Level 02,,,,
/01-St Lucia Campus/0021B-Main Refectory/Level 03,,,,
/01-St Lucia Campus/0021B-Main Refectory/Level 04,,,,
/01-St Lucia Campus/0021C-Aung San Suu Kyi Conference Centre/Level 01,,,,
/01-St Lucia Campus/0021C-Aung San Suu Kyi Conference Centre/Level 02,,,,
/01-St Lucia Campus/0021C-Aung San Suu Kyi Conference Centre/Level 03,,,,
/01-St Lucia Campus/0021C-Aung San Suu Kyi Conference Centre/Level 04,,,,
/01-St Lucia Campus/0021D-Student Support Services/Level 02,,,,
/01-St Lucia Campus/0021D-Student Support Services/Level 03,,,,
/01-St Lucia Campus/0022-Schonell Theatre/Level 00,,,,
/01-St Lucia Campus/0022-Schonell Theatre/Level 01,,,,
/01-St Lucia Campus/0022-Schonell Theatre/Level 02,,,,
/01-St Lucia Campus/0022-Schonell Theatre/Level 03,,,,
/01-St Lucia Campus/0022-Schonell Theatre/Level 04,,,,
/01-St Lucia Campus/0023-Abel Smith Lecture Theatre/Level 01,,,,
/01-St Lucia Campus/0023-Abel Smith Lecture Theatre/Level 02,,,,
/01-St Lucia Campus/0024-Social Sciences Building/Level 02,,,,
/01-St Lucia Campus/0024-Social Sciences Building/Level 03,,,,
/01-St Lucia Campus/0024-Social Sciences Building/Level 04,,,,
/01-St Lucia Campus/0024-Social Sciences Building/Level 05,,,,
/01-St Lucia Campus/0024-Social Sciences Building/Level 06,,,,
/01-St Lucia Campus/0024-Social Sciences Building/Level 07,,,,
/01-St Lucia Campus/0024A-McElwain Building/Level 01,,,,
/01-St Lucia Campus/0024A-McElwain Building/Level 02,,,,
/01-St Lucia Campus/0024A-McElwain Building/Level 03,,,,
/01-St Lucia Campus/0024A-McElwain Building/Level 04,,,,
/01-St Lucia Campus/0024A-McElwain Building/Level 05,,,,
/01-St Lucia Campus/0025-UQ Sport and Fitness Centre/Level 01,,,,
/01-St Lucia Campus/0025-UQ Sport and Fitness Centre/Level 02,,,,
/01-St Lucia Campus/0025-UQ Sport and Fitness Centre/Level 03,,,,
/01-St Lucia Campus/0025-UQ Sport and Fitness Centre/Level 04,,,,
/01-St Lucia Campus/0026-Connell Building/Level 01,,,,
/01-St Lucia Campus/0026-Connell Building/Level 02,,,,
/01-St Lucia Campus/0026-Connell Building/Level 03,,,,
/01-St Lucia Campus/0026A-Human Performance Lab/Level 01,,,,
/01-St Lucia Campus/0026A-Human Performance Lab/Level 02,,,,
/01-St Lucia Campus/0026B-Human Movement Studies Building/Level 01,,,,
/01-St Lucia Campus/0026B-Human Movement Studies Building/Level 02,,,,
/01-St Lucia Campus/0026B-Human Movement Studies Building/Level 03,,,,
/01-St Lucia Campus/0026B-Human Movement Studies Building/Level 04,,,,
/01-St Lucia Campus/0026B-Human Movement Studies Building/Level 05,,,,
/01-St Lucia Campus/0026B-Human Movement Studies Building/Level 06,,,,
/01-St Lucia Campus/0026B-Human Movement Studies Building/Level 07,,,,
/01-St Lucia Campus/0027-Swimming Pool/Level 01,,,,
/01-St Lucia Campus/0027A-UQ Centre/Level 01,,,,
/01-St Lucia Campus/0027A-UQ Centre/Level 02,,,,
/01-St Lucia Campus/0027A-UQ Centre/Level 03,,,,
/01-St Lucia Campus/0027A-UQ Centre/Level 04,,,,
/01-St Lucia Campus/0028-Tennis Pavilion/Level 01,,,,
/01-St Lucia Campus/0028-Tennis Pavilion/Level 02,,,,
/01-St Lucia Campus/0028B-UQ SPORT TEMP DEMOUNTABLE/Level 01,,,,
/01-St Lucia Campus/0029-Tennis Centre/Level 01,,,,
/01-St Lucia Campus/0029A-Grandstand No. 5 Oval/Level 01,,,,
/01-St Lucia Campus/0029A-Grandstand No. 5 Oval/Level 02,,,,
/01-St Lucia Campus/0029A-Grandstand No. 5 Oval/Level 03,,,,
/01-St Lucia Campus/0030-Eric Freeman Boatshed/Level 01,,,,
/01-St Lucia Campus/0031A-Social Sciences Annexe/Level 01,,,,
/01-St Lucia Campus/0031A-Social Sciences Annexe/Level 02,,,,
/01-St Lucia Campus/0031B-ISSR Research Hub/Level 01,,,,
/01-St Lucia Campus/0031B-ISSR Research Hub/Level 02,,,,
/01-St Lucia Campus/0032-Gordon Greenwood Building/Level 01,,,,
/01-St Lucia Campus/0032-Gordon Greenwood Building/Level 02,,,,
/01-St Lucia Campus/0032-Gordon Greenwood Building/Level 03,,,,
/01-St Lucia Campus/0032-Gordon Greenwood Building/Level 04,,,,
/01-St Lucia Campus/0032-Gordon Greenwood Building/Level 05,,,,
/01-St Lucia Campus/0032-Gordon Greenwood Building/Level 06,,,,
/01-St Lucia Campus/0033-Building 33/Level 01,,,,
/01-St Lucia Campus/0033-Building 33/Level 02,,,,
/01-St Lucia Campus/0034-Ferry Shelter/Level 01,,,,
/01-St Lucia Campus/0035-Chamberlain Building/Level 00,,,,
/01-St Lucia Campus/0035-Chamberlain Building/Level 01,,,,
/01-St Lucia Campus/0035-Chamberlain Building/Level 02,,,,
/01-St Lucia Campus/0035-Chamberlain Building/Level 03,,,,
/01-St Lucia Campus/0035-Chamberlain Building/Level 04,,,,
/01-St Lucia Campus/0035-Chamberlain Building/Level 05,,,,
/01-St Lucia Campus/0035-Chamberlain Building/Level 06,,,,
/01-St Lucia Campus/0036-Grace College/Level 01,,,,
/01-St Lucia Campus/0036F-St Leo's College/Level 01,,,,
/01-St Lucia Campus/0037-Joyce Ackroyd Building/Level 01,,,,
/01-St Lucia Campus/0037-Joyce Ackroyd Building/Level 02,,,,
/01-St Lucia Campus/0037-Joyce Ackroyd Building/Level 03,,,,
/01-St Lucia Campus/0037-Joyce Ackroyd Building/Level 04,,,,
/01-St Lucia Campus/0037-Joyce Ackroyd Building/Level 05,,,,
/01-St Lucia Campus/0037-Joyce Ackroyd Building/Level 06,,,,
/01-St Lucia Campus/0038-Chaplaincy Centre/Level 01,,,,
/01-St Lucia Campus/0039-Colin Clark Building/Level 01,,,,
/01-St Lucia Campus/0039-Colin Clark Building/Level 02,,,,
/01-St Lucia Campus/0039-Colin Clark Building/Level 03,,,,
/01-St Lucia Campus/0039-Colin Clark Building/Level 04,,,,
/01-St Lucia Campus/0039-Colin Clark Building/Level 05,,,,
/01-St Lucia Campus/0039-Colin Clark Building/Level 06,,,,
/01-St Lucia Campus/0039-Colin Clark Building/Level 07,,,,
/01-St Lucia Campus/0039A-General Purpose North 3/Level 01,,,,
/01-St Lucia Campus/0039A-General Purpose North 3/Level 02,,,,
/01-St Lucia Campus/0039A-General Purpose North 3/Level 03,,,,
/01-St Lucia Campus/0039A-General Purpose North 3/Level 04,,,,
/01-St Lucia Campus/0039A-General Purpose North 3/Level 05,,,,
/01-St Lucia Campus/0039A-General Purpose North 3/Level 06,,,,
/01-St Lucia Campus/003A-Steele Hut/Level 01,,,,
/01-St Lucia Campus/0040-Rugby Clubhouse/Level 01,,,,
/01-St Lucia Campus/0040-Rugby Clubhouse/Level 02,,,,
/01-St Lucia Campus/0041-Staff House/Level 01,,,,
/01-St Lucia Campus/0041-Staff House/Level 02,,,,
/01-St Lucia Campus/0042-Prentice Building/Level 01,,,,
/01-St Lucia Campus/0042-Prentice Building/Level 02,,,,
/01-St Lucia Campus/0042-Prentice Building/Level 03,,,,
/01-St Lucia Campus/0042-Prentice Building/Level 04,,,,
/01-St Lucia Campus/0042-Prentice Building/Level 05,,,,
/01-St Lucia Campus/0042-Prentice Building/Level 06,,,,
/01-St Lucia Campus/0043-Frank White Building/Level 00,,,,
/01-St Lucia Campus/0043-Frank White Building/Level 01,,,,
/01-St Lucia Campus/0043-Frank White Building/Level 02,,,,
/01-St Lucia Campus/0043-Frank White Building/Level 03,,,,
/01-St Lucia Campus/0043-Frank White Building/Level 04,,,,
/01-St Lucia Campus/0043-Frank White Building/Level 05,,,,
/01-St Lucia Campus/0043-Frank White Building/Level 06,,,,
/01-St Lucia Campus/0044-Frank White Annexe/Level 00,,,,
/01-St Lucia Campus/0044-Frank White Annexe/Level 01,,,,
/01-St Lucia Campus/0044-Frank White Annexe/Level 02,,,,
/01-St Lucia Campus/0045-Mansergh Shaw Building/Level 00,,,,
/01-St Lucia Campus/0045-Mansergh Shaw Building/Level 01,,,,
/01-St Lucia Campus/0045-Mansergh Shaw Building/Level 02,,,,
/01-St Lucia Campus/0045-Mansergh Shaw Building/Level 03,,,,
/01-St Lucia Campus/0045-Mansergh Shaw Building/Level 04,,,,
/01-St Lucia Campus/0045-Mansergh Shaw Building/Level 05,,,,
/01-St Lucia Campus/0047-Axon Building/Level 01,,,,
/01-St Lucia Campus/0047-Axon Building/Level 02,,,,
/01-St Lucia Campus/0047-Axon Building/Level 03,,,,
/01-St Lucia Campus/0047-Axon Building/Level 04,,,,
/01-St Lucia Campus/0047-Axon Building/Level 05,,,,
/01-St Lucia Campus/0047A-Sir James Foots Building/Level 01,,,,
/01-St Lucia Campus/0047A-Sir James Foots Building/Level 02,,,,
/01-St Lucia Campus/0047A-Sir James Foots Building/Level 03,,,,
/01-St Lucia Campus/0047A-Sir James Foots Building/Level 04,,,,
/01-St Lucia Campus/0047A-Sir James Foots Building/Level 05,,,,
/01-St Lucia Campus/0047A-Sir James Foots Building/Level 06,,,,
/01-St Lucia Campus/0047A-Sir James Foots Building/Level 07,,,,
/01-St Lucia Campus/0047A-Sir James Foots Building/Level 08,,,,
/01-St Lucia Campus/0047A-Sir James Foots Building/Level 09,,,,
/01-St Lucia Campus/0048A-Civil Eng Structures Lab/Level 01,,,,
/01-St Lucia Campus/0048A-Civil Eng Structures Lab/Level 02,,,,
/01-St Lucia Campus/0048B-Civil Hydraulics Lab/Level 00,,,,
/01-St Lucia Campus/0048B-Civil Hydraulics Lab/Level 01,,,,
/01-St Lucia Campus/0048B-Civil Hydraulics Lab/Level 02,,,,
/01-St Lucia Campus/0048C-Civil Eng Concrete Lab/Level 01,,,,
/01-St Lucia Campus/0048C-Civil Eng Concrete Lab/Level 02,,,,
/01-St Lucia Campus/0049-Advanced Engineering Building/Level 01,,,,
/01-St Lucia Campus/0049-Advanced Engineering Building/Level 02,,,,
/01-St Lucia Campus/0049-Advanced Engineering Building/Level 03,,,,
/01-St Lucia Campus/0049-Advanced Engineering Building/Level 04,,,,
/01-St Lucia Campus/0049-Advanced Engineering Building/Level 05,,,,
/01-St Lucia Campus/0049-Advanced Engineering Building/Level 06,,,,
/01-St Lucia Campus/0050-Hawken Engineering Building/Level 01,,,,
/01-St Lucia Campus/0050-Hawken Engineering Building/Level 02,,,,
/01-St Lucia Campus/0050-Hawken Engineering Building/Level 03,,,,
/01-St Lucia Campus/0050-Hawken Engineering Building/Level 04,,,,
/01-St Lucia Campus/0050-Hawken Engineering Building/Level 05,,,,
/01-St Lucia Campus/0050-Hawken Engineering Building/Level 06,,,,
/01-St Lucia Campus/0051-Zelman Cowen Building/Level 01,,,,
/01-St Lucia Campus/0051-Zelman Cowen Building/Level 02,,,,
/01-St Lucia Campus/0051-Zelman Cowen Building/Level 03,,,,
/01-St Lucia Campus/0051-Zelman Cowen Building/Level 04,,,,
/01-St Lucia Campus/0051-Zelman Cowen Building/Level 05,,,,
/01-St Lucia Campus/0051-Zelman Cowen Building/Level 07,,,,
/01-St Lucia Campus/0051A-Collaborative Design Lab/Level 01,,,,
/01-St Lucia Campus/0053-Pavilion No's 2 and 3 Ovals/Level 01,,,,
/01-St Lucia Campus/0053A-Sewerage Pump House/Level 01,,,,
/01-St Lucia Campus/0054-Building 54/Level 01,,,,
/01-St Lucia Campus/0054-Building 54/Level 02,,,,
/01-St Lucia Campus/0054A-P&F Roverside Compound/Level 01,,,,
/01-St Lucia Campus/0054B-Liquid Waste Store/Level 01,,,,
/01-St Lucia Campus/0054C-Storage Shed/Level 01,,,,
/01-St Lucia Campus/0056-Machinery Shed/Level 01,,,,
/01-St Lucia Campus/0056A-Shark Compound - Shed 1/Level 01,,,,
/01-St Lucia Campus/0056B-Shark Compound - Shed 2/Level 01,,,,
/01-St Lucia Campus/0056C-Shark Compound - Shed 3/Level 01,,,,
/01-St Lucia Campus/0056D-Shark Compound - Moss House/Level 01,,,,
/01-St Lucia Campus/0057-Centre for Advanced Imaging/Level 01,,,,
/01-St Lucia Campus/0057-Centre for Advanced Imaging/Level 02,,,,
/01-St Lucia Campus/0057-Centre for Advanced Imaging/Level 03,,,,
/01-St Lucia Campus/0057-Centre for Advanced Imaging/Level 04,,,,
/01-St Lucia Campus/0057-Centre for Advanced Imaging/Level 05,,,,
/01-St Lucia Campus/0057-Centre for Advanced Imaging/Level 06,,,,
/01-St Lucia Campus/0059A-Substation Nos. 1 24/Level 01,,,,
/01-St Lucia Campus/0059F-Substation No. 6/Level 01,,,,
/01-St Lucia Campus/0059G-Substation No. 7/Level 01,,,,
/01-St Lucia Campus/0059L-Substation No. 11/Level 01,,,,
/01-St Lucia Campus/0059Q-Substation No. 15/Level 01,,,,
/01-St Lucia Campus/0059Q-Substation No. 15/Level 02,,,,
/01-St Lucia Campus/0059V-Substation No. 20/Level 01,,,,
/01-St Lucia Campus/0060-Gehrmann Laboratories/Level 01,,,,
/01-St Lucia Campus/0060-Gehrmann Laboratories/Level 02,,,,
/01-St Lucia Campus/0060-Gehrmann Laboratories/Level 03,,,,
/01-St Lucia Campus/0060-Gehrmann Laboratories/Level 04,,,,
/01-St Lucia Campus/0060-Gehrmann Laboratories/Level 05,,,,
/01-St Lucia Campus/0060-Gehrmann Laboratories/Level 06,,,,
/01-St Lucia Campus/0060-Gehrmann Laboratories/Level 07,,,,
/01-St Lucia Campus/0060-Gehrmann Laboratories/Level 08,,,,
/01-St Lucia Campus/0060-Gehrmann Laboratories/Level 09,,,,
/01-St Lucia Campus/0060-Gehrmann Laboratories/Level 10,,,,
/01-St Lucia Campus/0060A-Space Bank 2/Level 01,,,,
/01-St Lucia Campus/0061-J.D. Story Building/Level 00,,,,
/01-St Lucia Campus/0061-J.D. Story Building/Level 01,,,,
/01-St Lucia Campus/0061-J.D. Story Building/Level 02,,,,
/01-St Lucia Campus/0061-J.D. Story Building/Level 03,,,,
/01-St Lucia Campus/0061-J.D. Story Building/Level 04,,,,
/01-St Lucia Campus/0061-J.D. Story Building/Level 05,,,,
/01-St Lucia Campus/0061-J.D. Story Building/Level 06,,,,
/01-St Lucia Campus/0061-J.D. Story Building/Level 07,,,,
/01-St Lucia Campus/0061-J.D. Story Building/Level 08,,,,
/01-St Lucia Campus/0061A-Brian Wilson Chancellery/Level 01,,,,
/01-St Lucia Campus/0061A-Brian Wilson Chancellery/Level 02,,,,
/01-St Lucia Campus/0061A-Brian Wilson Chancellery/Level 03,,,,
/01-St Lucia Campus/0061A-Brian Wilson Chancellery/Level 04,,,,
/01-St Lucia Campus/0061A-Brian Wilson Chancellery/Level 05,,,,
/01-St Lucia Campus/0061A-Brian Wilson Chancellery/Level 06,,,,
/01-St Lucia Campus/0062-John Hines Building/Level 01,,,,
/01-St Lucia Campus/0062-John Hines Building/Level 02,,,,
/01-St Lucia Campus/0062-John Hines Building/Level 03,,,,
/01-St Lucia Campus/0062-John Hines Building/Level 04,,,,
/01-St Lucia Campus/0062-John Hines Building/Level 05,,,,
/01-St Lucia Campus/0062-John Hines Building/Level 06,,,,
/01-St Lucia Campus/0063-Physiology Lecture Theatres/Level 02,,,,
/01-St Lucia Campus/0063-Physiology Lecture Theatres/Level 03,,,,
/01-St Lucia Campus/0063-Physiology Lecture Theatres/Level 04,,,,
/01-St Lucia Campus/0063-Physiology Lecture Theatres/Level 05,,,,
/01-St Lucia Campus/0063A-Physiology Refectory/Level 01,,,,
/01-St Lucia Campus/0063A-Physiology Refectory/Level 02,,,,
/01-St Lucia Campus/0064-Macgregor Building/Level 01,,,,
/01-St Lucia Campus/0064-Macgregor Building/Level 02,,,,
/01-St Lucia Campus/0064-Macgregor Building/Level 03,,,,
/01-St Lucia Campus/0064-Macgregor Building/Level 04,,,,
/01-St Lucia Campus/0064-Macgregor Building/Level 05,,,,
/01-St Lucia Campus/0064-Macgregor Building/Level 06,,,,
/01-St Lucia Campus/0064A-Ritchie Research Lab/Level 00,,,,
/01-St Lucia Campus/0064A-Ritchie Research Lab/Level 01,,,,
/01-St Lucia Campus/0064A-Ritchie Research Lab/Level 02,,,,
/01-St Lucia Campus/0064A-Ritchie Research Lab/Level 03,,,,
/01-St Lucia Campus/0064A-Ritchie Research Lab/Level 04,,,,
/01-St Lucia Campus/0064A-Ritchie Research Lab/Level 05,,,,
/01-St Lucia Campus/0064A-Ritchie Research Lab/Level 06,,,,
/01-St Lucia Campus/0064A-Ritchie Research Lab/Level 07,,,,
/01-St Lucia Campus/0064C-Richie Building/Level 04,,,,
/01-St Lucia Campus/0065-Skerman Building/Level 02,,,,
/01-St Lucia Campus/0065-Skerman Building/Level 03,,,,
/01-St Lucia Campus/0065-Skerman Building/Level 04,,,,
/01-St Lucia Campus/0065-Skerman Building/Level 05,,,,
/01-St Lucia Campus/0065-Skerman Building/Level 06,,,,
/01-St Lucia Campus/0067-Priestley Building/Level 00,,,,
/01-St Lucia Campus/0067-Priestley Building/Level 01,,,,
/01-St Lucia Campus/0067-Priestley Building/Level 02,,,,
/01-St Lucia Campus/0067-Priestley Building/Level 03,,,,
/01-St Lucia Campus/0067-Priestley Building/Level 04,,,,
/01-St Lucia Campus/0067-Priestley Building/Level 05,,,,
/01-St Lucia Campus/0067-Priestley Building/Level 06,,,,
/01-St Lucia Campus/0067-Priestley Building/Level 07,,,,
/01-St Lucia Campus/0067-Priestley Building/Level 08,,,,
/01-St Lucia Campus/0067-Priestley Building/Level 09,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 01,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 02,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 03,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 04,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 05,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 06,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 07,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 08,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 09,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 10,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 11,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 12,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 13,,,,
/01-St Lucia Campus/0068-Chemistry Building/Level 14,,,,
/01-St Lucia Campus/0069-Computer Science Building/Level 01,,,,
/01-St Lucia Campus/0069-Computer Science Building/Level 02,,,,
/01-St Lucia Campus/0069-Computer Science Building/Level 03,,,,
/01-St Lucia Campus/0069-Computer Science Building/Level 04,,,,
/01-St Lucia Campus/0069-Computer Science Building/Level 05,,,,
/01-St Lucia Campus/0069-Computer Science Building/Level 06,,,,
/01-St Lucia Campus/0069-Computer Science Building/Level 07,,,,
/01-St Lucia Campus/0069-Computer Science Building/Level 08,,,,
/01-St Lucia Campus/0069-Computer Science Building/Level 09,,,,
/01-St Lucia Campus/0070A-Pavilion No. 1 Oval/Level 01,,,,
/01-St Lucia Campus/0070A-Pavilion No. 1 Oval/Level 02,,,,
/01-St Lucia Campus/0072-Cumbrae Stewart Building/Level 01,,,,
/01-St Lucia Campus/0072-Cumbrae Stewart Building/Level 02,,,,
/01-St Lucia Campus/0073-Campus Kindergarten/Level 01,,,,
/01-St Lucia Campus/0074-Chemical Engineering/Level 01,,,,
/01-St Lucia Campus/0074-Chemical Engineering/Level 02,,,,
/01-St Lucia Campus/0074-Chemical Engineering/Level 03,,,,
/01-St Lucia Campus/0074-Chemical Engineering/Level 04,,,,
/01-St Lucia Campus/0075-AIBN Building/Level 00,,,,
/01-St Lucia Campus/0075-AIBN Building/Level 01,,,,
/01-St Lucia Campus/0075-AIBN Building/Level 02,,,,
/01-St Lucia Campus/0075-AIBN Building/Level 03,,,,
/01-St Lucia Campus/0075-AIBN Building/Level 04,,,,
/01-St Lucia Campus/0075-AIBN Building/Level 05,,,,
/01-St Lucia Campus/0075-AIBN Building/Level 06,,,,
/01-St Lucia Campus/0075-AIBN Building/Level 07,,,,
/01-St Lucia Campus/0076-Molecular Biosciences Building/Level 01,,,,
/01-St Lucia Campus/0076-Molecular Biosciences Building/Level 02,,,,
/01-St Lucia Campus/0076-Molecular Biosciences Building/Level 03,,,,
/01-St Lucia Campus/0076-Molecular Biosciences Building/Level 04,,,,
/01-St Lucia Campus/0076-Molecular Biosciences Building/Level 05,,,,
/01-St Lucia Campus/0076-Molecular Biosciences Building/Level 06,,,,
/01-St Lucia Campus/0076-Molecular Biosciences Building/Level 07,,,,
/01-St Lucia Campus/0076A-Space Bank 1/Level 01,,,,
/01-St Lucia Campus/0076A-Space Bank 1/Level 02,,,,
/01-St Lucia Campus/0078-General Purpose South/Level 01,,,,
/01-St Lucia Campus/0078-General Purpose South/Level 02,,,,
